id	title	device_name	similar_devices	about	network	company	locations	consumer_release	compatibility	price	connectivity	primary_applications	image_name	potential_workplace_benefits	power_source	componentry
34	ConnecteDevice Cogito Watch	Cogito	"ConnecteDevice Cookoo,Mio Alpha,MetaWatch Frame,MetaWatch Strata,Wellograph Watch"	"          The Cogito Watch is an extension of the SmartPhone which can alert the user discretely of any new notifications. Five uniquely identifying symbols light up to alert the user of notifications from their calendar, email, text, missed calls and emails.  This wearable device also allows the user to control music and the camera function of their SmartPhone."	"http://www.connectedevice.com/,http://www.youtube.com/channel/UCF6J9rvhX1fghntjC8Uxgrw,https://twitter.com/cogitowatch,https://www.facebook.com/cogitowatch"	ConnecteDevice Ltd.	Wrist	Available Now	"Android,iOS"	$179.95 USD	Bluetooth	Lifestyle	connectedevice-cogito_1389887997.jpg?itok=douYApMY	Communication	Disposable Battery	"Clock,LCD Display,Button Interface"
35	ConnecteDevice Cookoo	Cookoo	"ConnecteDevice Cogito Watch,Mio Alpha,MetaWatch Frame,MetaWatch Strata,Wellograph Watch"	"          The Cookoo Watch is an extension of the SmartPhone which can alert the user discretely of any new notifications. Five uniquely identifying symbols light up to alert the user of notifications from their calendar, email, text, missed calls and emails.  This wearable device also allows the user to control the camera function of their SmartPhone and take photos up to 10 metres (33 feet) away."	"http://www.connectedevice.com/,http://www.youtube.com/user/TheCOOKOOwatch,https://twitter.com/cookoowatch,https://www.facebook.com/TheCookooWatch,https://plus.google.com/107187944292293352739/posts"	ConnecteDevice Ltd.	Wrist	Available Now	"Android,iOS"	$129.99 USD	Bluetooth	Lifestyle	Cookoo%20Watch_0.jpg?itok=VFn3J_H7	Communication	Disposable Battery	"Clock,LCD Display,Button Interface"
36	Cuff	Cuff	"Tagg Pet Tracker,FitBark Tracker,Misfit Shine,FashionTEQ Zazzi,Sigmo"	          The Cuff is a wearable security device that can be attached to jewelry. This technology can be use to locate the user and is equipped with a distress button that will alert other people who are in the user's Cuff network. The alerts are relayed by a vibrator which is installed inside the Cuff. It will vibrate when other Cuff users press the distress button or another user try to locate the Cuff using their smart phones.	"http://www.cuff.io,http://www.facebook.com/pages/Cuff/177939549062578,http://pinterest.com/cuffwearables"	Cuff	"Neck,Wrist"	Est September 2014	iOS	$35.00 USD	Bluetooth	Lifestyle	Cuff.png?itok=L4akrgh9	Safety	Disposable Battery	"Vibrator,GPS"
37	Cyberdyne HAL	HAL	"Mbody Smart System,BSX Insight,Catapult OptimEye S5,Heapsylon Sensoria Sock,Athos"	"          HAL is a wearable suit designed by Cyberdyne to assist individuals with lower extremities injuries or impairment in walking and standing up. HAL reinforces the lower limbs' muscles using high-power motors. The wearable device is equipped with a simple user interface and easy access to advanced settings. HAL can be adjusted to fit various leg lengths, hip width and foot sizes. HAL comes with a hi-tech monitor which can control individual settings and keep track of the body's motion. The device can be rented at a cost ranging from 158,000 to 188,000 Yen per month for the double-leg model, and between 139,000 and 125,000 Yen for the single-leg model. HAL's installation fee adds 550,000 Yen to the rental price for the double-leg model, and 400,000 Yen for the single-leg one."	http://cyberdyne.jp/english/	Cyberdyne Inc	Legs	Undisclosed	Undisclosed	"¥2,686,000.00 JPY"	Undisclosed	"Medical,Fitness"	HAL_Cyberdyne.png?itok=QnKIDHyA	Health	Rechargeable Battery	Motor
38	Dorsa Vi	Dorsa Vi	"Athos,Cyberdyne HAL,Lumo Lift,Mbody Smart System,Taser Axon Flex"	"          The Dorsa Vi is a suite of wireless wearable sensors that measure movement and muscle activity and provide real-time bio feed-back. The sensors can be placed in multiple location of the body. This hi-tech device comes in three packages which are ViMove designed for clinicians, ViSafe for employees to track their injuries at work and ViPerform for sporting and fitness usage."	"http://www.dorsavi.com,http://www.facebook.com/dorsaVi,http://www.youtube.com/user/dorsaVi"	Dorsa Vi	"Shoulders,Legs,Back,Thighs"	Undisclosed	"Windows,OSX"	No Announcement Yet	WiFi	"Medical,Fitness"	DorsaVi.png?itok=ffKe3_l8	Cost Reduction	Rechargeable Battery	Undisclosed
39	Duo Fertility 	Duo Fertility	"Nuubo nECG Minder,Preventice BodyGuardian,T.Ware T.Jacket,TN Games 3RD Space Vest,Xybermind Achillex"	"          The DuoFertility is a device that maximizes the chances of pregnancy naturally by measuring the body basal temperature which shifts upwards during ovulation. Using this information, the DuoFertility will know when to alert the user the time of the ovulation up to six days in advance. The DuoFertiltiy has a wireless wearable sensor that continuously monitors minute changes in the body. This hi-tech device is small, safe and comfortable to wear. The sensor can be transferred to the monitor for clear indication of fertility."	"http://www.duofertility.com/,https://www.facebook.com/DuoFertility,https://twitter.com/DuoFertility,http://www.youtube.com/user/temperatureconcepts"	Cambridge Temperature Concepts Ltd	Torso	Available Now	"Windows,OSX"	£899.00 GBP	Proprietary	Medical	DuoFertility.jpg?itok=XsBoKia-	Health	"Disposable Battery,Rechargeable Battery"	Undisclosed
40	EasyWakeMe	EasyWakeMe	"Moov Activity Monitor,Fly Fit,PUSH Fitness Tracker,Sqord PowerPod,Agent Smartwatch"	"          EasyWakeMe is a high-tech device developed by Dreamtrap Commercials to capture sleep patterns. This wearable device detects optimal wake-up habits by analyzing the duration of Rapid Eye Movements (REM) and non-REM sleep. It also collects sleeping data which can be automatically sync with smart phones via Bluetooth. The Dreamware software is designed for EasyWakeMe to set wake-up interval, wake-up tones, activate personalized options etc."	"http://www.easywake.me/index/producttour/easywakeme-product-tour-how-to-use,http://twitter.com/EASYWAKEme,https://www.facebook.com/pages/EASYWAKEme/174973082525481"	Dreamtrap%u2122 Commercials LTD	"Wrist,Ankle"	Available Now	"Blackberry,Nokia"	£118.00 GBP	Bluetooth	Fitness	Easywakeme.png?itok=4FiE9Rtk	Health	Rechargeable Battery	Undisclosed
41	Ekso Bionics	Ekso	"BTS Surface EMG,Be Bionic,Cyberdyne HAL,PortiCool 2 System,Fatigue Science Readiband"	"          The Ekso Bionics is a wearable bionic suit that enables individuals with lower extremities injuries to walk and stand up. Walking is achieved by the user's shift in weight to activate the sensors in the device which then initiate steps. Battery-powered motors drive the leg, enabling it to assist the deficient muscles. The exoskeleton system is intended for medical usage as in rehabilitation and clinical assistance. It also includes step generator software to help patients achieve their optimum walking capabilities. The suit is designed to be convenient and adjustable thanks to comfortable straps and push buttons."	"http://eksobionics.com/,http://www.youtube.com/eksobionics,http://www.facebook.com/EksoBionics,http://twitter.com/EksoBionics"	Esko Bionics	Body	Undisclosed	Undisclosed	No Announcement Yet	Undisclosed	"Medical,Fitness,Industrial"	Esko%20Bionics.png?itok=ACtnW73t	Health	Rechargeable Battery	"Motor,Undisclosed"
42	ElectricFoxy Move	Move	"Rest Devices Mimo,T.Ware T.Jacket,OMsignal,Nuubo nECG Minder,TN Games 3RD Space Vest"	"          The ElectricFoxy Move is a garment that optimizes performance during daily movement and exercise. The wearable system includes four stretch-and-bend sensors located on its front, side and back. The sensors read the user's body and muscular movements, and assess the overall position and exercise log to provide real-time feedback. The data synchronizes with a mobile devices' app, can be stored in the cloud and shared in social media as well."	"http://www.electricfoxy.com/move/,http://www.facebook.com/pages/Electricfoxy/161296063925389,https://twitter.com/#!/electricfoxy"	Electric Foxy	Torso	Undisclosed	iOS	No Announcement Yet	WiFi	"Fitness,Lifestyle"	MOVE.png?itok=B5RgFoEX	Training	Undisclosed	Textile Strain Sensor
43	ElectricFoxy Pulse	Pulse	"Ringblingz Ring,Geak Ring,Fin Thumbring,Logbar Ring,iHealth Pulse Oximeter"	"          Pulse is a hi-tech ring that monitors the users' heart rate and fitness performance. The wearable ring is compatible with most mobile devices, and its data can be synchronized onto smart phones. An application also allows the users to set their fitness target and helps them achieve it. The ring changes color to alert the user when their workout does not match their target. For example, when Pulse turns blue it means the wearer is exercising below the heart rate target zone, while red means the workout is too intense."	"http://www.electricfoxy.com/projects/pulse-stay-in-your-zone/,http://www.facebook.com/pages/Electricfoxy/161296063925389,https://twitter.com/#!/electricfoxy"	Electric Foxy	Fingers	Undisclosed	"iOS,Android"	No Announcement Yet	Undisclosed	"Lifestyle,Fitness"	electricfoxy_pulse.png?itok=5gzA66g-	Health	Undisclosed	Undisclosed
44	eLocator Checkpoint	eLocator Checkpoint	"Theatro ,LUMO Back,Game Golf,iHealth Activity And Sleep Tracker,Proteus Helius"	"          eLocator Checkpoint is a wearable device designed for geolocating personnel and equipment. This wearable device was created for industrial purposes, providing safety and security for employees who work in dangerous environments such as mine sites. Employees have to wear the ID tags called PassPorts in order for the Checkpoint to identify their emplacement. In additions, assets can also be tagged to allow their tracking in case of loss or theft. Checkpoint uses a RFID technology and operates within a range of 10 metres. Installing multiple Checkpoints in the monitored location will increase the coverage and reliability of the system."	"http://www.s3-id.com/products/elocator/,http://twitter.com/S3IDGroup,http://www.facebook.com/S3IDGroup"	S3ID	Waist	Undisclosed	Undisclosed	No Announcement Yet	RFID	Industrial	eLocator-gps%2B.png?itok=KakEBOqN	Security	Rechargeable Battery	Undisclosed
45	Emotiv Neuroheadset	Emotiv Neuroheadset	"MindWave,InteraXon Muse,4D Force,Oculus Rift,Imec EEG Headset"	"          The Emotiv Neuroheadset is a neuro-signal acquisition personal interface for human and computer interaction. It uses sensors to detect electric signals produced by the brain to detect player thoughts, feelings and expressions. It can be connected wirelessly to most PCs. The neuroheadset can be used for controlling an electric wheelchair, a keyboard and playing hands-free games. The wearable device comes with two options, one is with the EPOC package and the other is the EEG package. The EEG options has all the benefits of EPOC plus access to raw EEG data."	"http://emotiv.com/store/hardware/epoc-bci/epoc-neuroheadset/,http://www.facebook.com/group.php?gid=9489703974&ref=mf#/pages/Emotiv/112674605101?ref=ts,http://youtube.com/emotivstation,http://twitter.com/emotiv"	Emotiv	Head	Available Now	"Windows,OSX,Linux"	$750.00 USD	"WiFi,USB"	"Lifestyle,Entertainment,Gaming"	epoch%20headset.png?itok=amsnTDjv	Productivity	"Rechargeable Battery,External Source"	"Gyroscope,EEG Sensor"
46	Epson Moverio BT-200	Moverio BT-200	"Lumus DK-40,META Pro,Recon Instruments Jet,Google Glass,META Developer Edition"	"          The Epson Moverio BT-200 is an augmented-reality heads up display which is linked to a touch pad Control Unit via Bluetooth. The wearable device utilizes applications from the Epson store. Moverio BT-200 projects the image onto the lenses, and is primarily used for watching 2D and 3D movies as well as playing video games."	"http://www.epson.com/cgi-bin/Store/jsp/Landing/moverio-bt-200-smart-glasses.do,https://twitter.com/wteric,http://www.youtube.com/moverio"	Epson	Head	April 1st 2014	Android	$699.00 USD	"Bluetooth,WiFi"	Entertainment	EpsonMoverio.png?itok=3nfJuBgv	Training	Rechargeable Battery	"Video Camera,Accelerometer,Gyroscope,Magnetometer,DLP Display,Touch Interface"
47	Epson Pulsense Watch	PS-500	"Adidas Smart Run,Mio Alpha,Basis B1,Wellograph Watch,Epson Pulsense Wristband"	"          The Epson Pulsense smart watches are wrist-worn lifestyle management devices. They gather health-related information such as calories intake, activities, heart-rate and hours of sleep. Pulsense Watch has the features of a watch and a screen display, while Pulsense Band is screen-less, lighter, and more stylish. They both analyze the user's data and synchronize the information to iOS and Android platforms, via an application available in the Apple Store and Google Play. This wearable device provides a personalized fitness log and allows continuous tracking for performance optimization."	"http://www.epson.com/cgi-bin/Store/jsp/Landing/pulsense-fitness-sensing-watches.do?ref=van_pulsense,http://www.youtube.com/user/EpsonTV,http://twitter.com/Epson_Store,https://www.facebook.com/EpsonAmerica?ref=br_rs"	Epson	Wrist	Summer 2014	"Android,iOS,OSX,Windows"	$199.00 USD	Bluetooth	"Lifestyle,Medical,Fitness"	Epson%20Smartwatch.png?itok=nPSG0obL	Health	Rechargeable Battery	"LCD Display,Heart Rate Monitor,Clock,Button Interface"
48	Epson Pulsense Wristband	PS-100	"FitBit Flex,Jaybird Reign,Polar Loop,Nike FuelBand SE,Epson Pulsense Watch"	"          The Epson Pulsense Wristband is a fitness-focused smart device that uses Epson's patented bio-sensor and internal accelerometer. Pulsense Wristband measures heart-rate, activity level and calories burnt by analyzing the amount of light reflected by red blood cells. It also tracks sleep patterns. The screen-less wearable device has a built-in memory of 480 hours and can be synchronized to computers or smartphones via an application."	"http://www.epson.com/cgi-bin/Store/jsp/Landing/pulsense-fitness-sensing-watches.do?ref=van_pulsense,http://twitter.com/Epson_Store,https://www.facebook.com/EpsonAmerica,http://www.youtube.com/user/EpsonTV"	Epson	Wrist	Summer 2014	"iOS,OSX,Windows,Android"	$129.00 USD	Bluetooth	"Lifestyle,Fitness"	Epson%20Pulsense%20Wristband.jpg?itok=xtDFOty4	Health	Rechargeable Battery	"LED Display,Button Interface,Heart Rate Monitor"
